exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
HM Kettlebell Z-Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Taylor Half-Kneeling Kettlebell Halo,Strength,Shoulders,Intermediate,,,,,,,,,,,
Taylor Towel Kettlebell Farmer's Walk,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Double-Kettlebell Alternating Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Double-Kettlebell Thruster,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Half-Kneeling Kettlebell Clean,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Clean and Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Kettlebell High Pull to Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Swing Clean and Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Single-Arm Kettlebell Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Ascending-Rep High-Pull-Press Complex,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell front raise to lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm palm-in dumbbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing palms-in shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated Dumbbell Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing dumbbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Power Partials,Strength,Shoulders,Beginner,,,,,,,,,,,
Incline dumbbell reverse fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Overhead dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated dumbbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Alternating standing shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm incline rear delt raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Alternating dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Alternating Deltoid Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Arnold press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm standing shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Bent-over dumbbell rear delt row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Side Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell external shoulder rotation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm incline lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated rear delt fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Raise,Strength,Shoulders,Beginner,,,,,,,,,,,
Seated Side Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Lying Rear Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Head-on-bench dumbbell rear delt raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Cuban press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Reverse Flyes With External Rotation,Strength,Shoulders,Beginner,,,,,,,,,,,
Single-arm side lying rear fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm dumbbell upright row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Scaption,Strength,Shoulders,Beginner,,,,,,,,,,,
See-Saw Press (Alternating Side Press),Strength,Shoulders,Beginner,,,,,,,,,,,
Dumbbell Incline Shoulder Raise,Strength,Shoulders,Beginner,,,,,,,,,,,
Single-arm half-kneeling shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Clean And Jerk,Strength,Shoulders,Beginner,,,,,,,,,,,
Dumbbell shoulder press with body rotation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Military Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Fix Standing Dumbbell Arnold Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Single-Arm Snatch,Strength,Shoulders,Intermediate,,,,,,,,,,,
Paul Carter Rear-Delt Fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR Dumbbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR Single-Arm Dumbbell Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR Dumbbell Tempo L-Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell seesaw shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR Dumbbell front raise to lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR Dumbbell Arnold Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR Dumbbell Thruster,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell hang snatch,Strength,Shoulders,Intermediate,,,,,,,,,,,
Surfer sprawl,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell clean and press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing One-Arm Shoulder Press - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline Front Dumbbell Raise - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline Rear-Delt Fly - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline Bench Rear Dumbbell Fly - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell front raise and press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Rotator cuff warm-up,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated Lateral Raise - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm dumbbell arc row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline Rear Delt Raises - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline Dumbbell Y Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
HM Bent-Over Rear-Delt Fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
HM Dumbbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
HM Single-Leg Overhead Dumbbell Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
6 Way Shoulder Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated dumbbell lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
AM Dumbbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
AM Dumbbell Side Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
AM Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
UP Dumbbell Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
UP Seated Dumbbell Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
AA Incline Bench Dumbbell Reverse Fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
CM Forward Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell Halo,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing Dumbbell Scap Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Slow Weighted Half Jack to Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Slow Arnold Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Boat Arnold Press with Feet Push-Out,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Dumbbell Hip Drive to Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Squat Thrust to Alternating Renegade Triceps Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Cheer Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Left Arm Press with Right Arm Hold,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Right Arm Press with Left Arm Hold,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Left Front Raise with Right Hold,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Right Front Raise with Left Hold,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Alternating Front Raise to Side Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Heavy Right Arm Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Heavy Left Arm Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Right Arm Heavy Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Right Diagonal Lunge to Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Left Arm Heavy Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Weighted Palms-In Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell racked carry,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell clean and push-press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Total Fitness Dumbbell Farmer's Carry,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm dumbbell racked carry,Strength,Shoulders,Intermediate,,,,,,,,,,,
Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Intermediate,,,,,,,,,,,
King Maker Dumbbell Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell shadow boxing,Strength,Shoulders,Intermediate,,,,,,,,,,,
King Maker Dumbbell Farmer's Carry,Strength,Shoulders,Intermediate,,,,,,,,,,,
King Maker Dumbbell Shrug,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Bent-Over Dumbbell Reverse Fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Dumbbell Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Dumbbell Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Dumbbell Shrug,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Seated Dumbbell Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Seated Dumbbell Side Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Neutral-Grip Arnold Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Standing Dumbbell Upright Row,Strength,Shoulders,Intermediate,,,,,,,,,,,
MetaBurn 3-Way Shoulder Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
MetaBurn Dumbbell Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
MetaBurn Single-Leg Arnold Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
RG Forward-Leaning Dumbbell Upright Row,Strength,Shoulders,Intermediate,,,,,,,,,,,
RG Alternating Seated Dumbbell Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
RG Seated Dumbbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Clean and Jerk,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Cross-Body Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Lateral Raise Hold,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Seesaw Dumbbell Military Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Single-Dumbbell Halo,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Single-Dumbbell Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Car driver,Strength,Shoulders,Intermediate,,,,,,,,,,,
Arnold press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Front Plate Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Battle ropes,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated rear delt fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Circus Bell,Strongman,Shoulders,Beginner,,,,,,,,,,,
Landmine Linear Jammer,Strength,Shoulders,Intermediate,,,,,,,,,,,
Crucifix,Strongman,Shoulders,Beginner,,,,,,,,,,,
Bar shoulder extension stretch,Stretching,Shoulders,Beginner,,,,,,,,,,,
Chair Upper Body Stretch,Stretching,Shoulders,Beginner,,,,,,,,,,,
Sled Reverse Flye,Strength,Shoulders,Intermediate,,,,,,,,,,,
Plate shoulder circle big to small,Strength,Shoulders,Intermediate,,,,,,,,,,,
Sled Overhead Backward Walk,Strength,Shoulders,Beginner,,,,,,,,,,,
Log Lift,Strongman,Shoulders,Beginner,,,,,,,,,,,
Standing suspended rear delt fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Waiter's carry,Strength,Shoulders,Intermediate,,,,,,,,,,,
Towel dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Reach-roll-lift combo,Stretching,Shoulders,Intermediate,,,,,,,,,,,
Upright Row - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Squat Press Shoulder Press - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Plate lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing Military Press - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Bent-over plate rear delt raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm landmine press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Plate front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Holman Slow Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Plate Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm landmine push-press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm cable front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Cable Internal Rotation,Strength,Shoulders,Beginner,,,,,,,,,,,
Seated face pull,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm bent-over cable rear delt fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated cable shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing face pull,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing cable rear delt row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing Low-Pulley Deltoid Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing crossed-cable rear delt fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Cable Shoulder Press,Strength,Shoulders,Beginner,,,,,,,,,,,
Alternating Cable Shoulder Press,Strength,Shoulders,Beginner,,,,,,,,,,,
Cable Seated Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm lying cable front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Lying cable front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Cable Rear Delt Fly - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
One-Arm Cable Side Raise - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Rope Face Pull - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Lying cable lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
