exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
1.5-rep push-up,Strength,Chest,Intermediate,,,,,,,,,,,
ACFT Triple-clap push-up,Strength,Chest,Intermediate,,,,,,,,,,,
ACFT Superman push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Cross-over push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Leverage Incline Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Butterfly,Strength,Chest,Intermediate,,,,,,,,,,,
Leverage Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Decline Smith Press,Strength,Chest,Beginner,,,,,,,,,,,
Smith machine bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Leverage Decline Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Machine chest press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith Machine Incline Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith Machine Close-Grip Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith Machine Decline Press,Strength,Chest,Beginner,,,,,,,,,,,
Smith machine bench press throw,Strength,Chest,Beginner,,,,,,,,,,,
Machine chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Machine bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Machine Seated Chest Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine weighted push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine incline bench press-,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine decline bench press,Strength,Chest,Intermediate,,,,,,,,,,,
AM Pec Dec,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Machine Flat Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine push-up,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Smith Machine Incline Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Smith Machine Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Machine Incline Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Machine Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest 30-Degree Incline Smith Machine Press,Strength,Chest,Intermediate,,,,,,,,,,,
Low-cable cross-over,Strength,Chest,Intermediate,,,,,,,,,,,
Incline cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Cable Crossover,Strength,Chest,Intermediate,,,,,,,,,,,
Incline cable chest press,Strength,Chest,Beginner,,,,,,,,,,,
Cable Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Single-arm cable cross-over,Strength,Chest,Intermediate,,,,,,,,,,,
Cable cross-over,Strength,Chest,Beginner,,,,,,,,,,,
Standing Cable Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Lying cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Paul Carter Cable Cross-Over,Strength,Chest,Intermediate,,,,,,,,,,,
One-Arm Cable Crossover - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Cable Fly - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Cable Cross-Over - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Seated cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm incline cable cross-over-,Strength,Chest,Intermediate,,,,,,,,,,,
High-to-low cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
UP Cable Cross-Over,Strength,Chest,Intermediate,,,,,,,,,,,
UP Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Low-To-High Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Cable Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest High-To-Low Cable Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest High-To-Low Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Shoulder-Height Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Cable Pec Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Chest Push (multiple response),Plyometrics,Chest,Beginner,,,,,,,,,,,
Medicine Ball Chest Pass,Plyometrics,Chest,Intermediate,,,,,,,,,,,
Medicine ball sprawl to chest press,Strength,Chest,Intermediate,,,,,,,,,,,
Medicine ball push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Chest Push (single response),Plyometrics,Chest,Beginner,,,,,,,,,,,
Chest Push with Run Release,Plyometrics,Chest,Beginner,,,,,,,,,,,
Chest Push from 3 point stance,Plyometrics,Chest,Beginner,,,,,,,,,,,
Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Flyes,Strength,Chest,Intermediate,,,,,,,,,,,
Incline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Decline Dumbbell Flyes,Strength,Chest,Intermediate,,,,,,,,,,,
Reverse-grip incline dumbbell bench press,Strength,Chest,Beginner,,,,,,,,,,,
Incline Dumbbell Flyes,Strength,Chest,Intermediate,,,,,,,,,,,
Neutral-grip dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Decline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm kettlebell row,Strength,Chest,Intermediate,,,,,,,,,,,
Hammer Grip Incline DB Bench Press,Strength,Chest,Beginner,,,,,,,,,,,
Straight-arm dumbbell pull-over,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Dumbbell Bench With Palms Facing In,Strength,Chest,Beginner,,,,,,,,,,,
Incline Dumbbell Flyes - With A Twist,Strength,Chest,Beginner,,,,,,,,,,,
Bent-arm dumbbell pull-over,Strength,Chest,Intermediate,,,,,,,,,,,
Close-grip dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-dumbbell push-up,Strength,Chest,Intermediate,,,,,,,,,,,
One-Arm Flat Bench Dumbbell Flye,Strength,Chest,Beginner,,,,,,,,,,,
Dumbbell Fix Dumbbell Floor Chest Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Fix Traveling Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Incline dumbbell chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Paul Carter Dumbbell Shrug,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell push-up row,Strength,Chest,Intermediate,,,,,,,,,,,
TBS Dumbbell Incline Press,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Dumbbell Fly - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell bench press-,Strength,Chest,Intermediate,,,,,,,,,,,
Decline dumbbell fly and press,Strength,Chest,Intermediate,,,,,,,,,,,
Incline dumbbell fly and press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm decline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm incline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Dumbbell Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Chest Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Floor Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Decline Dumbbell Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Machine rear delt fly,Strength,Chest,Intermediate,,,,,,,,,,,
AM Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
UP Incline Dumbbell Press,Strength,Chest,Intermediate,,,,,,,,,,,
UP Incline Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Push-Up to Belly Touch,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm dumbbell floor press,Strength,Chest,Intermediate,,,,,,,,,,,
Total Fitness Weighted Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
King Maker Standing Dumbbell Shoulder Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbells-Together Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbells-Together Incline Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest 30-Degree Incline Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
FYR2 Single-Dumbbell Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Bodyweight Flyes,Strength,Chest,Beginner,,,,,,,,,,,
Close-grip EZ-bar bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Chest dip,Strength,Chest,Intermediate,,,,,,,,,,,
Drop Push,Plyometrics,Chest,Beginner,,,,,,,,,,,
Forward Drag with Press,Strongman,Chest,Beginner,,,,,,,,,,,
Chain Press,Powerlifting,Chest,Beginner,,,,,,,,,,,
Behind Head Chest Stretch,Stretching,Chest,Beginner,,,,,,,,,,,
Pass-through stretch with band,Stretching,Chest,Beginner,,,,,,,,,,,
Weighted Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Heavy Bag Thrust,Plyometrics,Chest,Beginner,,,,,,,,,,,
Decline Explosive Push-Up,Plyometrics,Chest,Beginner,,,,,,,,,,,
Suspended Chest Fly,Strength,Chest,Beginner,,,,,,,,,,,
Svend press,Strength,Chest,Beginner,,,,,,,,,,,
Bar Push-Up Smith Machine,Plyometrics,Chest,Beginner,,,,,,,,,,,
Plate-weighted push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Double-bar roll-out chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Plate Dynamo Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Towel Drag Two Steps to Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Taylor Val Slide Push-Up/Fly Combo,Strength,Chest,Intermediate,,,,,,,,,,,
Exercise ball chest stretch,Stretching,Chest,Beginner,,,,,,,,,,,
Bosu Ball Push-Up,Strength,Chest,Beginner,,,,,,,,,,,
Feet-elevated push-up on ball,Strength,Chest,Intermediate,,,,,,,,,,,
Standing alternating band speed row,Strength,Forearms,Intermediate,,,,,,,,,,,
Band roundhouse elbow,Strength,Forearms,Intermediate,,,,,,,,,,,
Palms-down wrist curl over bench,Strength,Forearms,Intermediate,,,,,,,,,,,
Palms-up wrist curl over bench,Strength,Forearms,Intermediate,,,,,,,,,,,
Standing behind-the-back wrist curl,Strength,Forearms,Beginner,,,,,,,,,,,
Seated finger curl,Strength,Forearms,Beginner,,,,,,,,,,,
Seated palms-up wrist curl,Strength,Forearms,Intermediate,,,,,,,,,,,
Bottoms-Up Clean From The Hang Position,Strength,Forearms,Beginner,,,,,,,,,,,
Seated One-Arm Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Beginner,,,,,,,,,,,
Seated palms-down wrist curl,Strength,Forearms,Beginner,,,,,,,,,,,
Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Beginner,,,,,,,,,,,
Seated One-Arm Dumbbell Palms-Down Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Seated Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Partner farmer's walk,Strength,Forearms,Beginner,,,,,,,,,,,
Dumbbell suitcase carry,Strength,Forearms,Intermediate,,,,,,,,,,,
Suitcase Dumbbell Carry,Strength,Forearms,Intermediate,,,,,,,,,,,
Side plank with dumbbell external rotation,Strength,Forearms,Intermediate,,,,,,,,,,,
Rickshaw Carry,Strongman,Forearms,Beginner,,,,,,,,,,,
Dumbbell farmer's walk,Strongman,Forearms,Intermediate,,,,,,,,,,,
Wrist Roller,Strength,Forearms,Beginner,,,,,,,,,,,
Standing Olympic Plate Hand Squeeze,Strength,Forearms,Beginner,,,,,,,,,,,
Plate Pinch,Strength,Forearms,Beginner,,,,,,,,,,,
