exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Seated Glute,Stretching,Glutes,Beginner,,,,,,,,,,,
Lying Glute,Stretching,Glutes,Beginner,,,,,,,,,,,
One Knee To Chest,Stretching,Glutes,Intermediate,,,,,,,,,,,
Seated Glute Stretch,Stretching,Glutes,Beginner,,,,,,,,,,,
Neck Bridge Supine,Strength,Glutes,Beginner,,,,,,,,,,,
Walking High Knee,Strength,Glutes,Intermediate,,,,,,,,,,,
Walking Butt Kicks,Strength,Glutes,Intermediate,,,,,,,,,,,
Walking Glute Stretch,Strength,Glutes,Intermediate,,,,,,,,,,,
Lunge kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Curtsy lunge,Strength,Glutes,Intermediate,,,,,,,,,,,
Alternating standing glute stretch,Stretching,Glutes,Intermediate,,,,,,,,,,,
Side-lying leg lift,Strength,Glutes,Intermediate,,,,,,,,,,,
FYR Progressive High Knee,Strength,Glutes,Intermediate,,,,,,,,,,,
Glute-Ham Raise - Gethin Variation,Strength,Glutes,Intermediate,,,,,,,,,,,
Lunge glute stretch,Stretching,Glutes,Intermediate,,,,,,,,,,,
Natural Glute Ham Raise - Gethin Variation,Strength,Glutes,Intermediate,,,,,,,,,,,
Groiner,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Alternating Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Alternating Slow Step-Down With Chair,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Right Side Iron Cross,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Single-Leg Bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Hi-Low,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Kick-Back,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Left Side Iron Cross,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Left Side-Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Leg Lifts,Strength,Glutes,Intermediate,,,,,,,,,,,
Walking lunge,Strength,Glutes,Intermediate,,,,,,,,,,,
High Plyometric Box Jump,Strength,Glutes,Intermediate,,,,,,,,,,,
Barbell hip thrust-,Strength,Glutes,Intermediate,,,,,,,,,,,
UN Glute Bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Hip Raise with Alternating Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Left Leg Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Diagonal Right Leg Step-Out to Right Knee-Up,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Right Leg Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Butt Tap to Jump,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Butt Tap to Jump-Forward-Jump-Back,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Traveling High Knees to Squat Thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Butt Kicker to High Knees,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Daisy Cutter,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Frogger,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Hip Raise with Chest Press,Strength,Glutes,Intermediate,,,,,,,,,,,
Total Fitness Bear Crawl,Strength,Glutes,Intermediate,,,,,,,,,,,
Pigeon stretch,Strength,Glutes,Intermediate,,,,,,,,,,,
Levitating side kick-through,Strength,Glutes,Intermediate,,,,,,,,,,,
30 Legs Hip Thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Dumbbell single-leg hip thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Medicine ball duck walk,Strength,Glutes,Intermediate,,,,,,,,,,,
Exercise ball hip thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Downward Facing Balance,Strength,Glutes,Beginner,,,,,,,,,,,
Band Good Morning (Pull Through),Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Standing Hamstring and Calf Stretch,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
Hamstring-SMR,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Barbell Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Clean Deadlift,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Sumo deadlift,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Romanian Deadlift from Deficit,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Power Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Power Clean from Blocks,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Snatch Deadlift,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Power clean,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Hang Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Wide Stance Stiff Legs,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Clean,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Good Morning,Powerlifting,Hamstrings,Intermediate,,,,,,,,,,,
Barbell stiff-legged deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Romanian Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Sumo Deadlift with Chains,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Sumo Deadlift with Bands,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Good Morning off Pins,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Stiff-Legged Deadlift,Strength,Hamstrings,Beginner,,,,,,,,,,,
Snatch Pull,Strength,Hamstrings,Beginner,,,,,,,,,,,
Hanging Bar Good Morning,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Reverse Band Sumo Deadlift,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Muscle Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Split Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Hang Snatch - Below Knees,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
30 Legs Sumo Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Kettlebell pass-through lunge,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Kettlebell One-Legged Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Single-arm kettlebell clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Single-leg kettlebell deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Romanian Deadlift with Kettlebell,Strength,Hamstrings,Beginner,,,,,,,,,,,
Single-arm kettlebell swing,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Kettlebell Dead Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Alternating Hang Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
One-Arm Open Palm Kettlebell Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Open Palm Kettlebell Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Kettlebell Hang Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Double Kettlebell Alternating Hang Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Romanian Deadlift With Dumbbells,Strength,Hamstrings,Beginner,,,,,,,,,,,
Stiff-Legged Dumbbell Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Vertical Swing,Plyometrics,Hamstrings,Beginner,,,,,,,,,,,
Dumbbell Fix Dumbbell Swing,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Dumbbell Lying Hamstring Curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
30 Legs Dumbbell Stiff-Legged Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Box jump,Plyometrics,Hamstrings,Beginner,,,,,,,,,,,
Box Jump (Multiple Response),Plyometrics,Hamstrings,Intermediate,,,,,,,,,,,
Sled push-,Cardio,Hamstrings,Beginner,,,,,,,,,,,
Lying Hamstring,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Chair Leg Extended Stretch,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Suspended Leg Curl,Strength,Hamstrings,Beginner,,,,,,,,,,,
Box Skip,Plyometrics,Hamstrings,Beginner,,,,,,,,,,,
Power Stairs,Strongman,Hamstrings,Beginner,,,,,,,,,,,
Seated Hamstring and Calf Stretch,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Hamstring slide,Strength,Hamstrings,Beginner,,,,,,,,,,,
Seated Band Hamstring Curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Lying cable leg curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Standing cable leg curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Lying Leg Curls,Strength,Hamstrings,Beginner,,,,,,,,,,,
Glute Ham Raise,Powerlifting,Hamstrings,Intermediate,,,,,,,,,,,
Reverse Hyperextension,Strength,Hamstrings,Beginner,,,,,,,,,,,
Seated Leg Curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Standing Leg Curl,Strength,Hamstrings,Beginner,,,,,,,,,,,
Smith machine stiff-legged deadlift,Strength,Hamstrings,Beginner,,,,,,,,,,,
Lying Leg Curl - Gethin Variation,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Paul Carter Leg Extension,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Lying leg curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Seated Hamstring Curl - Gethin Variation,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Single-leg lying leg curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Leg curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Leg Extension - Gethin Variation,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Single-leg leg extension-,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Lying Hamstring Curls - Gethin Variation,Strength,Hamstrings,Intermediate,,,,,,,,,,,
AM Seated Hamstring Curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
UP Hamstring Curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
30 Legs Leg Extension,Strength,Hamstrings,Intermediate,,,,,,,,,,,
30 Legs Seated Leg Curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Natural Glute Ham Raise,Strength,Hamstrings,Beginner,,,,,,,,,,,
Standing leg swing,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Linear Acceleration Wall Drill,Plyometrics,Hamstrings,Intermediate,,,,,,,,,,,
Knee Tuck Jump,Plyometrics,Hamstrings,Intermediate,,,,,,,,,,,
Leg-Up Hamstring Stretch,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
Inchworm,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Moving Claw Series,Plyometrics,Hamstrings,Intermediate,,,,,,,,,,,
Lying groin stretch with band,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
90/90 Hamstring,Stretching,Hamstrings,Beginner,,,,,,,,,,,
World's greatest stretch,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
The Straddle,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
Prone Manual Hamstring,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Knee To Chest,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Hurdle Hops,Plyometrics,Hamstrings,Intermediate,,,,,,,,,,,
Hip Stretch With Twist,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Linear 3-Part Start Technique,Plyometrics,Hamstrings,Intermediate,,,,,,,,,,,
Alternating Leg Swing,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Single-leg balance and reach,Stretching,Hamstrings,Beginner,,,,,,,,,,,
High Kick,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Boss Everline 10-Yard Sprints,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Standing hamstring stretch,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
Reverse lunge,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
HM Alternating Cross Lunge,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM Alternating Front Kick,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM World's Greatest Stretch,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
HM Alternating Sprawl Kick-Through,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM Alternating Step-Back,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM Alternating Step-Up With Chair,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM Right Knee-Up,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM Low Lunge With External Twist,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM Ninja Crawl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
HM Pigeon Stretch,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Single-Leg Deadlift Walk,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Total Fitness Hamstring Slide,Strength,Hamstrings,Intermediate,,,,,,,,,,,
30 Legs Walking Lunge,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Glute ham raise-,Strength,Hamstrings,Beginner,,,,,,,,,,,
Lying hamstring stretch with band,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Upper Back-Leg Grab,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Seated Hamstring,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Alternating lunge jump,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Runner's Stretch,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
Exercise ball leg curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Ball Hamstring Hat Trick,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Band-assisted pull-up,Strength,Lats,Intermediate,,,,,,,,,,,
Assisted Chin-Up,Strength,Lats,Beginner,,,,,,,,,,,
UN Band Assisted Pull-up Pronated,Strength,Lats,Intermediate,,,,,,,,,,,
UN Band Assisted Pull-up Neutral,Strength,Lats,Intermediate,,,,,,,,,,,
UN Band Assisted Pull-up Supinated,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Monster Band Face-Pull Hold,Strength,Lats,Intermediate,,,,,,,,,,,
Single-arm band low row,Strength,Lats,Intermediate,,,,,,,,,,,
Latissimus dorsi SMR,Stretching,Lats,Intermediate,,,,,,,,,,,
Bent-arm barbell pull-over,Strength,Lats,Intermediate,,,,,,,,,,,
Barbell pull-over to press,Strength,Lats,Beginner,,,,,,,,,,,
Single-arm barbell bent-over row,Strength,Lats,Intermediate,,,,,,,,,,,
Reverse Barbell Row,Strength,Lats,Intermediate,,,,,,,,,,,
Side kick-through to kettlebell high pull,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Alternating Kettlebell Snatch,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Alternating Kettlebell Swing,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 American Kettlebell Swing,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Double-Kettlebell Standing Clean,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Swing High Pull,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Swing-Clean-Press Combo,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Swing-Clean-Press-Row Combo,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Single-Arm Kettlebell Clean,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Single-Arm Kettlebell Swing,Strength,Lats,Intermediate,,,,,,,,,,,
PJR pull-over-,Strength,Lats,Intermediate,,,,,,,,,,,
Dumbbell seal row,Strength,Lats,Intermediate,,,,,,,,,,,
Incline Dumbbell Row - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
FYR Bent-Over Dumbbell Row,Strength,Lats,Intermediate,,,,,,,,,,,
Straight-Arm Dumbbell Pull-Over - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Bent-Over Dumbbell Row - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Bent-over dumbbell rear delt fly,Strength,Lats,Intermediate,,,,,,,,,,,
Band Resisted Dumbbell Row,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Right Arm Weighted Half Jack,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Left Arm Weighted Half Jack,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Renegade Row,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Renegade Row with Opposite Foot Step-Out,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Renegade Row to Weighted Burpee,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Weighted Double-Arm Cross Punch,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Standing Flat Back Row,Strength,Lats,Intermediate,,,,,,,,,,,
Total Fitness Dumbbell Isometric Row Hold,Strength,Lats,Intermediate,,,,,,,,,,,
Dumbbell renegade row,Strength,Lats,Intermediate,,,,,,,,,,,
MetaBurn Bent-Over Row to Rear-Delt Raise,Strength,Lats,Intermediate,,,,,,,,,,,
FYR2 Bent-Over Reverse Fly,Strength,Lats,Intermediate,,,,,,,,,,,
Weighted pull-up,Strength,Lats,Intermediate,,,,,,,,,,,
Rocky Pull-Ups/Pulldowns,Strength,Lats,Beginner,,,,,,,,,,,
Gironda Sternum Chins,Strength,Lats,Beginner,,,,,,,,,,,
Floor rope climb,Strength,Lats,Beginner,,,,,,,,,,,
Overhead Lat,Stretching,Lats,Beginner,,,,,,,,,,,
Around-the-world pull-up,Strength,Lats,Beginner,,,,,,,,,,,
L-sit chin-up,Strength,Lats,Beginner,,,,,,,,,,,
Back Flyes - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Incline straight-arm pull-over,Strength,Lats,Intermediate,,,,,,,,,,,
Machine high row,Strength,Lats,Intermediate,,,,,,,,,,,
AM T-Bar Row,Strength,Lats,Intermediate,,,,,,,,,,,
Assisted Single-Arm Pull-Up,Strength,Lats,Expert,,,,,,,,,,,
Assisted Single-Arm Chin-Up,Strength,Lats,Expert,,,,,,,,,,,
Holman Renegade Punch-Under,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Renegade Row to Split Jump,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Dirty Dog to Renegade Row,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Renegade Row to Side Punch to Forward Punch,Strength,Lats,Intermediate,,,,,,,,,,,
Standing dumbbell knee crunch,Strength,Lats,Intermediate,,,,,,,,,,,
Close-grip pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Shotgun row,Strength,Lats,Intermediate,,,,,,,,,,,
Close-Grip Front Lat Pulldown,Strength,Lats,Intermediate,,,,,,,,,,,
Straight-arm rope pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Lat pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Straight-Arm Pulldown,Strength,Lats,Intermediate,,,,,,,,,,,
Single-arm kneeling lat pull-down,Strength,Lats,Beginner,,,,,,,,,,,
Elevated Cable Rows,Strength,Lats,Beginner,,,,,,,,,,,
Full Range-Of-Motion Lat Pulldown,Strength,Lats,Beginner,,,,,,,,,,,
Kneeling lat pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Behind-the-neck pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Straight-arm cable pull-over,Strength,Lats,Intermediate,,,,,,,,,,,
Cable Straight-Arm Pulldown - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Rope Lat Pull-down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Straight-Arm Pull-Down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
High-cable standing row,Strength,Lats,Intermediate,,,,,,,,,,,
Lat Pull-down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Wide-Grip Lat Pull-Down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Behind-The-Neck Pull-Down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Single-Arm Cable Row - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Scapular Rows,Strength,Lats,Intermediate,,,,,,,,,,,
Standing V-Grip Cable Rows,Strength,Lats,Intermediate,,,,,,,,,,,
AM Close-Grip Pull-Down,Strength,Lats,Intermediate,,,,,,,,,,,
AM Wide-Grip Pull-Down,Strength,Lats,Intermediate,,,,,,,,,,,
UP Lat Pull-Down,Strength,Lats,Intermediate,,,,,,,,,,,
Reverse-grip lat pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Machine seated row,Strength,Lats,Beginner,,,,,,,,,,,
Machine-assisted pull-up,Strength,Lats,Beginner,,,,,,,,,,,
Single-arm pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Chest-Supported Smith Machine Row - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Single-arm machine high row,Strength,Lats,Intermediate,,,,,,,,,,,
