exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Lying Prone Quadriceps,Stretching,Quadriceps,Beginner,,,,,,,,,,,
Fast Kick With Arm Circles,Cardio,Quadriceps,Beginner,,,,,,,,,,,
Single-leg box squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Defensive Slide,Cardio,Quadriceps,Beginner,,,,,,,,,,,
Quick Leap,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Vertical Mountain Climber,Cardio,Quadriceps,Beginner,,,,,,,,,,,
Reverse Burpee,Plyometrics,Quadriceps,Beginner,,,,,,,,,,,
Football Up-Down,Cardio,Quadriceps,Beginner,,,,,,,,,,,
Jump lunge heel kick,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Burpee box jump,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Linear Depth Jump,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Slow Jog,Cardio,Quadriceps,Beginner,,,,,,,,,,,
High knees,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Jumping Jack,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Square Hop,Plyometrics,Quadriceps,Beginner,,,,,,,,,,,
Running lunge,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
In-out jump squat,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Gorilla squat,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Burpee tuck jump,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Speed skater,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Jumping knee up-down,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Jump Lunge To Feet Jack,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Reverse Lunge Rotation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Alternating standing knee-pull stretch,Stretching,Quadriceps,Intermediate,,,,,,,,,,,
Seal jack,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Kneeling quad thoracic stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Single-Leg Squat With Knee Tap,Strength,Quadriceps,Expert,,,,,,,,,,,
Shuttle run,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Squat Isometric Hold,Plyometrics,Quadriceps,Expert,,,,,,,,,,,
Wall sit,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Walking lunge with hip extension,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Squat with alternating side leg raise,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Lateral Squats,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Walking lunge with twist,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Boss Everline Backward Lunge Walk,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Reverse Diagonal Skaters,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Air Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Tuck Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Push-up sprawl tuck jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Running Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Jumping Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Sprawl Frog Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Jump squat-,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Sprinter Burpee,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Single-leg burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Gorilla Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Banded compass jump squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
In-out sprawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Knee-tuck kick-up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bear crawl donkey kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Southpaw sprawl with push-up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bouncing lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bodyweight Squat - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Alternating Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bodyweight Walking Lunge - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Seated Quad Contraction,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Squat with Alternating Leg Extension,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Air Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Jump Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Lunge-In-Place,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Side Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Sumo Pulse,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Sumo Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Side-Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Tuck-Up Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Bear Crawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Bear Stance Fire Hydrant,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Walking Frankenstein,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Walking Hip Stretch,Stretching,Quadriceps,Intermediate,,,,,,,,,,,
HM Wide Jump Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Boxer Shuffle,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Running Lunge,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
HM Bulgarian Split Squat On Chair,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Butterfly,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Lunge Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Comet,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Couch Stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Down Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Duck Walk,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Fragon,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Frankenstein,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Single-Leg Squat on Chair,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Single-Leg Touchdown,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Speed Skater,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Squat Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Garland Pose,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM High Knees,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM In-And-Out Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM In-And-Out Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Jumping Jack,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Jumping Knee-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Jumping Rope,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Right Calf-Spike Sumo Pulse,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Reverse Lunge with Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Left Knee-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Left-Leg Lunge And Kick-Out,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Mountain Pose,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Butt Kickers,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Right-Leg Lunge And Kick-Out,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Sumo Get-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
AM Jump Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
AM Bodyweight Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
High knees sprawl drill,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UP Bulgarian Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UN Forward Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UN Front Foot Elevated Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UNS Half-Kneeling Hip Flexor Stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UNS Low Depth Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UNS Forward-To-Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Alternating Prisoner Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Alternating Lateral Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Pull-Through Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Foot-Elevated Knee-Up to Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Jack to Split Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Wide Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Squat Thrust to Split Jack,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Pulse,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Jump-Out Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Forward Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Pilates Single-Leg Stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Reverse Prisoner Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Narrow-Wide Squat Jump to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 180 Jump to Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Imaginary Jump Rope,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Fast Feet with Hands Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Alternating Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Split Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Split Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Plyometric Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Quad Touch Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Skate,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Flying Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 90-Degree Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Half Jack to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Quick Feet to Quad Touch Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Thrust to Push-Up to Super Woman,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Plyometric Jump to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Standing Heel Click to Hands Down Heel Click,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Traveling Low Jack to Belly Touch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Flying Squat Thrust to Shoulder Tap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Jump to Alternating Side Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Low Squat with Low Diagonal Dumbbell Punch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Leg Hop to Right Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Leg Hop to Left Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Open Stance,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Diagonal Squat Thrust to Renegade Forward Punch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl to Donkey Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl to Froggy Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl to Shoulder Tap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Tuck Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Renegade Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Prisoner Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Donkey Run,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Mule Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Goal Post to Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Frogger Squat to Heel Click,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Stair Sprint,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Stair Bear Crawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Split Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Stair Climb,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Flying Jack,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Tap to Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Hip Drive,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Double Lunge Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Side Diagonal Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Wide Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Left Side Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee with Belly Touch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bootstrapper squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Broad Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Lateral Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Lateral shuffle,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Skip,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Spider Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Spider lunge stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Spider lunge with T-rotation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Standing quad stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Vertical jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
King Maker Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
King Maker Explosive High Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Skip,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Broad Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Sprint,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Front Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Side Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Spin Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Freestyle Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Curtsy Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Frogger,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn High Knee Rotation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Star Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
