exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
HM Slow Mountain Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Slow Sit-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Half-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Hollow-Body Pulse,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Hollow Hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Inchworm,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Right Side Hollow Hold with Pulse,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Reverse Crunch with Frisbee,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Left Side Bird-Dog,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Left Side Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Left Side Hollow Hold With Pulse,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Reverse Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Low Lunge With External Twist And Arm Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Mountain Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Prison Sit-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Plank Alternating Hip-Dip,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Tuck-Up Get-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Flutter Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
McGill Pull-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
AM Leg Lift,Strength,Abdominals,Intermediate,,,,,,,,,,,
AM Decline Abs,Strength,Abdominals,Intermediate,,,,,,,,,,,
Hanging crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Tyler Holt Hanging Toes-To-Bar,Strength,Abdominals,Intermediate,,,,,,,,,,,
Side plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bird dog-,Strength,Abdominals,Intermediate,,,,,,,,,,,
Single-leg curl up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Single-kettlebell windmill,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Foam Roll Thigh,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Inverted row,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS T-spine rotation with reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Quadruped thoracic rotation,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Pec stretch,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Lat stretch,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Foam Roll,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Foam Roll Lats,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Rocking Adductor Stretch,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Bird Dog,Strength,Abdominals,Intermediate,,,,,,,,,,,
UNS Jumping Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Ab wheel roll-out,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bench mountain climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Feet-elevated bench side plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cross-body sit-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Decline kayak,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Decline Reverse Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Decline sit-up twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Flat Bench Leg Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Flutter Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Chin-up crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Gorilla Chin Oblique Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Half Turkish get-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Hanging Oblique Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Hollow-Body Hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
Parallel bars knee raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Landmine Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Parallel bars leg raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Otis-up-,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Shoulder Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Spider Crawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Spider crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Toe-touch,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Hanging Toes-To-Bar,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 V-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cocoon crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bench oblique crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Full moon-,Strength,Abdominals,Intermediate,,,,,,,,,,,
Push-up to side plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Tyler Holt V-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Tyler Holt Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Tyler Holt Hip-Dip,Strength,Abdominals,Intermediate,,,,,,,,,,,
Suicides,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Straight Plank Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Elbow Plank Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Elbow Plank Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Straight Plank Hand Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Wax-On Wax-Off,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Wide Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Dirty Dog,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Shoulder Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Killer Abs,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Split Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Swim,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Saw,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Straight Plank Toe-Tap Series,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Pike Pull,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hand-Elevated Walk-Over Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Seated Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Up-Down Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Hand Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Squat Thrust,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Single-Leg Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Knee Pull-In Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank with Hand Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank with Dirty Dog,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Roll,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Froggy Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Hand Tap to Shoulder Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman In-Out Straight Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Bicycle,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Diagonal Knee Pull-in,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank with Step-Out,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Slow L-Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Plank with Shoulder Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Up-Down Elbow Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Plank Pike Pull,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Alternating Single-Leg Hip Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Plank Pike Pull to Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Standing Heel Click,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Right-Left Jack to Split Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Jack to Ninja Knees,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Right Side Elbow Plank with Left Leg Swing,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Left Side Elbow Plank with Right Leg Swing,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank with Alternating Diagonal Sit-Back,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Boat Press with Leg Extension,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Shoulder Tap to Dirty Dog,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Standing Russian Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hovering Plank with Shoulder Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank to Stacked Plank Hip Drop,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank to Walk-Up Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Pike to Renegade Row,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Hip Drop to Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Crab Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Wounded Bear Crawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Crab Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hovering Panther Core Stabilizer,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Burpee to Forward Lunge,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Seated Knee Pull-In Series,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Jack to Straight Plank Split Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Boat Pull-Over,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Squat Pulse to Plyometric Jump,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hands Down Heel Click,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank to Kick-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Split Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Plank Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hand-Elevated Side Plank Semicircle,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Straight Plank Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Rolling Elbow Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Squat Thrust to Alternating Knee-In,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Supine Double Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Alternating Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Seated Killer Abs,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Side Plank Hip Drop,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Wide Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight-Legged Bicycle,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Stair Toe Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank Ninja,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Traveling Stair Climb Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Burpee,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Donkey Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Straight Plank Pike Pull,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Burpee,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank to Alternating Side Plank Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight-Legged Hip Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Ninja Knee Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Shoulder Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Hip Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Left Hand Right Foot Crab Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Crab Flip to Froggy Push-Up to Kicks,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Right Hand Left Foot Sleeping Crab,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Left Hand Right Foot Sleeping Crab,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank with Alternating Leg Kick-Under,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Right Hip Drop Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Right Side Diagonal Burpee,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Left Hip Drop Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Right Leg 7-Up Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Left Leg 7-Up Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Couch Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Right Side Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Up-Down Plank to Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Ninja Knee Straight Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Reverse Crunch to Hip Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Quick Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Diagonal Straight Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Left Side Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Right Hand Left Foot Crab Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Low-Impact Crab Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Alternating Crab Flip to Froggy Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman High-Impact Crab Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Single-Leg Right Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Single-Leg Left Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Shoulder Tap to Hand Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Reverse Plank Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Side-to-Side Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Crab Kick with Hop,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Crab Reach to Crab Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Wide Squat Side-to-Side Obliques,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Side Plank Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Total Fitness Ab Tuck,Strength,Abdominals,Intermediate,,,,,,,,,,,
Active hang from bar,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cat-cow,Strength,Abdominals,Intermediate,,,,,,,,,,,
Crab walk,Strength,Abdominals,Intermediate,,,,,,,,,,,
Lunge with overhead reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Hang from bar,Strength,Abdominals,Intermediate,,,,,,,,,,,
Total Fitness Hollow Hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
Total Fitness Side Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Side plank pulse,Strength,Abdominals,Intermediate,,,,,,,,,,,
Total Fitness Spider Crawl (Unweighted),Strength,Abdominals,Intermediate,,,,,,,,,,,
Total Fitness V-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Alternating sit-through with crunch-,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Alternating Toe-Touch,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Janda Sit-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Oblique Roll Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plank Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plank To Alternating Side Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plank Up-Down,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plank Wiper,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plank With Alternating Toe-Touch,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plyo Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Psycho Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Scapular Retraction Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Scapular Retraction Plank Hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Scorpion,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Side Crawler,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Side Plank Oblique Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Sit-Through,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Sit-Up To V-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Sit-Up With Rotation,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Split-Leg Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Tabletop Hip Thrust,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Tabletop With Russian Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Toe Driver Abs,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn-V-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
X-body V-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
