exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
FYR2 Kettlebell Duck Walk,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Get-Up Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Juggle,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Squat-Clean-Alternating-Press Complex,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell V-Sit Cross Jab,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell spell caster,Strength,Abdominals,Beginner,,,,,,,,,,,
Dumbbell side bend,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Sprawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Alternating Renegade Row,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Mountain Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Russian Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Pull-Over,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Sit-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Front Squat,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Fix Full Man Maker,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell T-hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell hollow-body floor press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell crusher,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Crunch - Gethin Variation,Strength,Abdominals,Intermediate,,,,,,,,,,,
Single-arm dumbbell crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
HM Alternating Dumbbell Plank Row,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell straight-legged hip raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Seated leg tuck with dumbbell,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell V-sit cross jab-,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Hanging Leg Raise With Dumbbell,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dumbbell Get-Up Sit-Up,Strength,Abdominals,Expert,,,,,,,,,,,
Holman Right Side Plank with Left Triceps Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Left Side Plank with Right Triceps Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Boat with Feet Push-Out and Overhead Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hovering Plank Row,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Seated Killer Abs to Russian Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Dumbbell Reach-Under,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight-Arm Side Plank Overhead Press to Chest Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Burpee to Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight-Legged Boat Chest Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Burpee to Side Delt Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Heavy Double Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Heavy Double Split Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Alternating Dumbbell Sit-Through,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Alternating Plank Row With Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Dumbbell Russian Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Dumbbell Toe-Touch,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plank To Alternating Row,Strength,Abdominals,Intermediate,,,,,,,,,,,
Standing dumbbell knee crunch-,Strength,Abdominals,Intermediate,,,,,,,,,,,
MetaBurn Plank With Dumbbell Rotation,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Crab Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Man-Maker,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Sit-Up Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Loaded Beast Sprawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Loaded to Unloaded Beast,Strength,Abdominals,Intermediate,,,,,,,,,,,
Lying Leg Pullover,Strength,Abdominals,Intermediate,,,,,,,,,,,
Landmine twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Suspended ab fall-out,Strength,Abdominals,Intermediate,,,,,,,,,,,
Decline reverse crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Plate Twist,Strength,Abdominals,Beginner,,,,,,,,,,,
Weighted Crunches,Strength,Abdominals,Intermediate,,,,,,,,,,,
Ab Roller,Strength,Abdominals,Intermediate,,,,,,,,,,,
Otis-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Captain's chair knee raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Sledgehammer swing,Plyometrics,Abdominals,Intermediate,,,,,,,,,,,
Decline bar press sit-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Pallof press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Weighted Sit-Ups - With Bands,Strength,Abdominals,Intermediate,,,,,,,,,,,
Suitcase crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Rope Jumping,Strength,Abdominals,Intermediate,,,,,,,,,,,
Barbell press sit-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Single-arm bent-over rear delt fly,Strength,Abdominals,Intermediate,,,,,,,,,,,
Captain's chair leg raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Shoulder-Elevated One-Leg Hip Thrusts,Strength,Abdominals,Intermediate,,,,,,,,,,,
Ab Twist - Gethin Variation,Strength,Abdominals,Intermediate,,,,,,,,,,,
Weighted Crunch - Gethin Variation,Strength,Abdominals,Intermediate,,,,,,,,,,,
Ab Wheel Roll-Out - Gethin Variation,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bench crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Decline plate sit-up twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Reverse ab roll-out,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Seated Twist With PVC Pipe,Strength,Abdominals,Intermediate,,,,,,,,,,,
Suspended crunch-,Strength,Abdominals,Intermediate,,,,,,,,,,,
Suspended oblique crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Weighted sit-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Decline Press Sit-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Reverse Plank Alternating Heel Pull-in,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Boat with Weighted Cross Punch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Hook Punch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Traveling Punch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Uppercut Punch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Slow Weighted Double Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate Straight Plank Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate Elbow Plank Jack to Straight Plank Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate Reverse Plank Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate Straight Plank Pike to Jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate In-and-Out Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate Burpee,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Plate Elbow Plank Reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank to Renegade Row,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Weighted Hand Hill Climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Left Side Diagonal Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Right Side Diagonal Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted W-Boat to Overhead Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Kneeling Lift,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Hips-Up Weighted Pull-Over,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Cross Punch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight-Leg Boat Hover Chest Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Wax-On Wax-Off,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Elbow Plank to Towel Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Seated Killer Abs Overhead Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Straight Plank Alternating Weighted Open,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Killer Abs with Overhead Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Weighted Split-Leg Pike,Strength,Abdominals,Intermediate,,,,,,,,,,,
Holman Towel Reverse Plank Heel Pull-in,Strength,Abdominals,Intermediate,,,,,,,,,,,
Stick Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Roc Everest,Cardio,Abdominals,Intermediate,,,,,,,,,,,
Standing cable low-to-high twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Single-arm high-cable side bend,Strength,Abdominals,Intermediate,,,,,,,,,,,
Kneeling cable oblique crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Kneeling cable crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Rope Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Standing cable crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bosu Ball Cable Crunch With Side Bends,Strength,Abdominals,Beginner,,,,,,,,,,,
Standing Cable Wood Chop,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cable reverse crunch,Strength,Abdominals,Beginner,,,,,,,,,,,
Cable Russian Twists,Strength,Abdominals,Beginner,,,,,,,,,,,
Pallof press with rotation,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cable Seated Crunch,Strength,Abdominals,Beginner,,,,,,,,,,,
Cable Judo Flip,Strength,Abdominals,Beginner,,,,,,,,,,,
Exercise Ball Cable Crunch - Gethin Variation,Strength,Abdominals,Intermediate,,,,,,,,,,,
Standing cable high-to-low twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bent-Over Reverse Cable Fly,Strength,Abdominals,Intermediate,,,,,,,,,,,
Standing Cable Crunch - Gethin Variation,Strength,Abdominals,Intermediate,,,,,,,,,,,
AM Cable Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Tyler Holt Weighted Knee-To-Chest Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Standing cable twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Cable Rope Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Cable Rope Oblique Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cable lying twist on ball,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Cable Pallof Press,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Cable Reverse Crunch On Ball,Strength,Abdominals,Intermediate,,,,,,,,,,,
30 Cable Reverse Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Tyler Holt Cable Torso Twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Single-Arm Cable Outward-Facing Biceps Curl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Biceps Rope Curl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Kneeling Cable Crunches,Strength,Abdominals,Intermediate,,,,,,,,,,,
Ab Crunch Machine,Strength,Abdominals,Intermediate,,,,,,,,,,,
Smith machine straight-legged hip raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Machine crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
AM Ab Machine,Strength,Abdominals,Intermediate,,,,,,,,,,,
Smith machine V-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Elbow plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bottoms Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Spider crawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cocoons,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cross-Body Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Elbow-to-knee crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Decline Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Hanging toes-to-bar,Strength,Abdominals,Intermediate,,,,,,,,,,,
Hanging Oblique Knee Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Gorilla Chin/Crunch,Strength,Abdominals,Beginner,,,,,,,,,,,
Hanging leg raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Mountain climber,Plyometrics,Abdominals,Intermediate,,,,,,,,,,,
Ab bicycle,Strength,Abdominals,Intermediate,,,,,,,,,,,
3/4 sit-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Reverse crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Crunches,Strength,Abdominals,Intermediate,,,,,,,,,,,
Dead bug reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
Crunch - Hands Overhead,Strength,Abdominals,Beginner,,,,,,,,,,,
V-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Stomach Vacuum,Stretching,Abdominals,Beginner,,,,,,,,,,,
Russian twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Flat Bench Lying Leg Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Knees tucked crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Butt-Ups,Strength,Abdominals,Beginner,,,,,,,,,,,
Feet-elevated oblique crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bent-knee reverse crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Alternating heel-touch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Suspended Reverse Crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Lying bench reverse crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Sit-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Side Bridge,Strength,Abdominals,Intermediate,,,,,,,,,,,
Lying oblique crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Janda Sit-Up,Strength,Abdominals,Beginner,,,,,,,,,,,
Leg Pull-In,Strength,Abdominals,Beginner,,,,,,,,,,,
Side Jackknife,Strength,Abdominals,Intermediate,,,,,,,,,,,
Scissor Kick,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Toe Touchers,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Lower Back Curl,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Exercise ball torso rotation,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Seated Overhead Stretch,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Overhead Stretch,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Seated Scissor Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Partner resistance standing twist,Strength,Abdominals,Intermediate,,,,,,,,,,,
Cross Crunch,Strength,Abdominals,Beginner,,,,,,,,,,,
Full Moon,Strength,Abdominals,Beginner,,,,,,,,,,,
Hanging knee raise with manual resistance,Strength,Abdominals,Beginner,,,,,,,,,,,
Straight-Legged Hip Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Wall mountain climber,Plyometrics,Abdominals,Intermediate,,,,,,,,,,,
Skin The Cat To Push-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Partner lying leg raise with lateral throw down,Strength,Abdominals,Beginner,,,,,,,,,,,
Hanging leg raise with throw down,Strength,Abdominals,Beginner,,,,,,,,,,,
Partner sit-up with high-five,Strength,Abdominals,Beginner,,,,,,,,,,,
Exercise ball knee roll-in,Strength,Abdominals,Intermediate,,,,,,,,,,,
Partner lying leg raise with throw down,Strength,Abdominals,Beginner,,,,,,,,,,,
Crab toe-touch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Side kick-through,Strength,Abdominals,Intermediate,,,,,,,,,,,
Partner target sit-up,Strength,Abdominals,Beginner,,,,,,,,,,,
Suspended Crunch,Strength,Abdominals,Beginner,,,,,,,,,,,
Jump Lunge,Strength,Abdominals,Intermediate,,,,,,,,,,,
Side plank hip dip,Strength,Abdominals,Intermediate,,,,,,,,,,,
Elbow plank jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Exercise ball V-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Standing torso twist stretch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Slalom jumps,Plyometrics,Abdominals,Intermediate,,,,,,,,,,,
Bear crawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Crab single-arm reach,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Side lunge cross-body heel-touch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Alligator Crawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Lying cross-over lower back stretch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Half bird dog,Stretching,Abdominals,Intermediate,,,,,,,,,,,
Shoulder tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Double crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Flutter kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Sprawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Spider plank jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Pillar-To-Plank,Strength,Abdominals,Intermediate,,,,,,,,,,,
Alternating High Knee Raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Sumo Squat Pulse,Strength,Abdominals,Intermediate,,,,,,,,,,,
Line-Drill Foot Work,Strength,Abdominals,Intermediate,,,,,,,,,,,
Plank Fire Hydrants,Strength,Abdominals,Intermediate,,,,,,,,,,,
Banded jumping jack,Strength,Abdominals,Intermediate,,,,,,,,,,,
Shin hug,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Bear Crawl Fire Feet,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bear crawl up-down,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Crab Kick,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bear crawl hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
Traveling bear crawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Single-leg V-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Bear Crawl Shoulder Tap,Strength,Abdominals,Intermediate,,,,,,,,,,,
Alternating single-leg sprawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Wide mountain climber,Strength,Abdominals,Intermediate,,,,,,,,,,,
Plank leg raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Glute bridge step-out,Strength,Abdominals,Intermediate,,,,,,,,,,,
Knee up-down,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Sprawl,Strength,Abdominals,Intermediate,,,,,,,,,,,
Reach crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Push-Up Plank Hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Hollow-Body Rock,Strength,Abdominals,Intermediate,,,,,,,,,,,
V-up plus knee-to-chest combo,Strength,Abdominals,Intermediate,,,,,,,,,,,
Side plank lateral raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Superhero burpee,Strength,Abdominals,Intermediate,,,,,,,,,,,
Hollow-body abduction,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Hollow Hold,Strength,Abdominals,Intermediate,,,,,,,,,,,
Tip-toe crunch,Strength,Abdominals,Intermediate,,,,,,,,,,,
Knee-to-nose pulse,Strength,Abdominals,Intermediate,,,,,,,,,,,
Plank walk-out,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR V-Up,Strength,Abdominals,Intermediate,,,,,,,,,,,
Long sit-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Breakdancer,Strength,Abdominals,Intermediate,,,,,,,,,,,
Seated leg lift,Strength,Abdominals,Intermediate,,,,,,,,,,,
Gorilla burpee,Strength,Abdominals,Intermediate,,,,,,,,,,,
Knee-in to V-out,Strength,Abdominals,Intermediate,,,,,,,,,,,
Bear crawl push-up,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR Front Step,Strength,Abdominals,Intermediate,,,,,,,,,,,
Plank reach,Strength,Abdominals,Intermediate,,,,,,,,,,,
