exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Single-arm band kick-back,Strength,Triceps,Intermediate,,,,,,,,,,,
Incline EZ-bar skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
Decline Close-Grip Bench To Skull Crusher,Strength,Triceps,Beginner,,,,,,,,,,,
Bench Press - Powerlifting,Powerlifting,Triceps,Intermediate,,,,,,,,,,,
Behind-the-head skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
Standing barbell overhead triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Reverse-grip bench press,Strength,Triceps,Intermediate,,,,,,,,,,,
Bench Press with Chains,Powerlifting,Triceps,Beginner,,,,,,,,,,,
Floor Press,Powerlifting,Triceps,Beginner,,,,,,,,,,,
One Arm Floor Press,Strength,Triceps,Beginner,,,,,,,,,,,
Pin Presses,Powerlifting,Triceps,Beginner,,,,,,,,,,,
JM Press With Bands,Strength,Triceps,Beginner,,,,,,,,,,,
JM Press,Strength,Triceps,Beginner,,,,,,,,,,,
Floor Press with Chains,Powerlifting,Triceps,Beginner,,,,,,,,,,,
Reverse Band Bench Press,Powerlifting,Triceps,Beginner,,,,,,,,,,,
Decline Barbell Triceps Extension - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
AM Skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Close-Grip Bench Press,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Barbell Skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
FYR2 Sprawl Over Kettlebell,Strength,Triceps,Intermediate,,,,,,,,,,,
Dumbbell floor press,Powerlifting,Triceps,Intermediate,,,,,,,,,,,
Seated triceps press,Strength,Triceps,Intermediate,,,,,,,,,,,
Tricep Dumbbell Kickback,Strength,Triceps,Intermediate,,,,,,,,,,,
Standing Dumbbell Triceps Extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Double-arm triceps kick-back,Strength,Triceps,Intermediate,,,,,,,,,,,
Single-arm dumbbell triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Decline Dumbbell Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
Dumbbell skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
One Arm Pronated Dumbbell Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
One Arm Supinated Dumbbell Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
Tate Press,Strength,Triceps,Beginner,,,,,,,,,,,
Standing Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Seated Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
Dumbbell Tricep Extension -Pronated Grip,Strength,Triceps,Beginner,,,,,,,,,,,
V-sit with overhead triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
PJR Pull-Over,Strength,Triceps,Intermediate,,,,,,,,,,,
Paul Carter Dumbbell Kick-Back,Strength,Triceps,Intermediate,,,,,,,,,,,
Single-arm dumbbell skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
Dumbbells-together incline bench press,Strength,Triceps,Intermediate,,,,,,,,,,,
Incline dumbbell overhead triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Dumbbell Crush Press,Strength,Triceps,Intermediate,,,,,,,,,,,
Holman Hovering Renegade Triceps Press,Strength,Triceps,Intermediate,,,,,,,,,,,
Holman Heavy Triceps Press to Overhead Press,Strength,Triceps,Intermediate,,,,,,,,,,,
Total Fitness Close-Grip Dumbbell Press,Strength,Triceps,Intermediate,,,,,,,,,,,
Dumbbell row to triceps kick-back,Strength,Triceps,Intermediate,,,,,,,,,,,
Rolling triceps press,Strength,Triceps,Intermediate,,,,,,,,,,,
MetaBurn Skullcrusher to Ab Crunch,Strength,Triceps,Intermediate,,,,,,,,,,,
FYR2 Single-Dumbbell Triceps Extension,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Overhead Dumbbell Triceps Extension,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Dumbbell Skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Dumbbell Kick-Back,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms BFR Dumbbell Kick-Back,Strength,Triceps,Intermediate,,,,,,,,,,,
Dumbbell saw triceps skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
Chain Handle Extension,Powerlifting,Triceps,Beginner,,,,,,,,,,,
Sled Overhead Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
Body Triceps Press Using Flat Bench,Strength,Triceps,Intermediate,,,,,,,,,,,
Suspended Triceps Press,Strength,Triceps,Beginner,,,,,,,,,,,
Seated triceps push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
Machine triceps extension-,Strength,Triceps,Intermediate,,,,,,,,,,,
Holman Overhead Weighted Triceps Press,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Weighted Triceps Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Cable V-bar push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
Reverse Grip Triceps Pushdown,Strength,Triceps,Intermediate,,,,,,,,,,,
Kneeling cable triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Single-arm cable triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Dip Machine,Strength,Triceps,Intermediate,,,,,,,,,,,
Triceps Pushdown,Strength,Triceps,Intermediate,,,,,,,,,,,
Low cable overhead triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Lying cable triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Low Cable Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
Cable overhead triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Single-arm low cable triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Incline cable straight-bar triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Paul Carter Overhead Rope Triceps Extension,Strength,Triceps,Intermediate,,,,,,,,,,,
TBS Rope Cable Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
Single-arm cable triceps kick-back,Strength,Triceps,Intermediate,,,,,,,,,,,
Incline cable rope triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Reverse-grip cable straight-bar push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
Kneeling Cable Triceps Extension - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
Cable Overhead Triceps Extension - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
Cable Triceps Extension - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
Single-arm incline triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Triceps Overhead Extension with Rope - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
Cable rope push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
Cable straight-bar push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
Straight-arm bar pull-down,Strength,Triceps,Intermediate,,,,,,,,,,,
AM Rope Triceps Pushdown,Strength,Triceps,Intermediate,,,,,,,,,,,
AM Bar Triceps Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
Rope overhead triceps extension,Strength,Triceps,Intermediate,,,,,,,,,,,
UP Rope Push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
UP Triceps Extension Straight-Bar Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
LD Cable One-Arm Upright Row,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Underhand Cable Straight-Bar Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Single-Arm Reverse-Grip Cable Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Cable V-Bar Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Cable Straight-Bar Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Cable Rope Push-Down,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Cable Rope Overhead Triceps Extension,Strength,Triceps,Intermediate,,,,,,,,,,,
BFR underhand straight-bar push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
BFR overhand straight-bar push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
BFR cable rope push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
Triceps Pressdown,Strength,Triceps,Intermediate,,,,,,,,,,,
Machine Triceps Extension,Strength,Triceps,Intermediate,,,,,,,,,,,
Smith machine end-grip shoulder press,Strength,Triceps,Intermediate,,,,,,,,,,,
Assist machine triceps push-down,Strength,Triceps,Intermediate,,,,,,,,,,,
Smith machine close-grip bench press-,Strength,Triceps,Intermediate,,,,,,,,,,,
Machine Triceps Extension - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
Overhead Machine Triceps Extension - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Machine Triceps Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Triceps dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Weighted bench dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Push-Ups - Close Triceps Position,Strength,Triceps,Intermediate,,,,,,,,,,,
Parallel Bar Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Ring dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Feet-elevated bench dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Bodyweight triceps press,Strength,Triceps,Intermediate,,,,,,,,,,,
Standing Towel Triceps Extension,Strength,Triceps,Beginner,,,,,,,,,,,
Tricep Side Stretch,Stretching,Triceps,Intermediate,,,,,,,,,,,
Triceps Stretch,Stretching,Triceps,Intermediate,,,,,,,,,,,
Overhead Triceps,Stretching,Triceps,Beginner,,,,,,,,,,,
Russian Bar Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Straight-arm plank with kick-back,Strength,Triceps,Intermediate,,,,,,,,,,,
TBS Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Bench Dips - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
Banded dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Bench Dip - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
HM Chair Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Bench dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Holman Step Triceps Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Holman Chair Triceps Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
Bodyweight Triceps Rope Press,Strength,Triceps,Intermediate,,,,,,,,,,,
Holman Heavy Triceps Overhead Press,Strength,Triceps,Intermediate,,,,,,,,,,,
Holman Couch Triceps Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
FYR2 Triceps Push-Up,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Triceps Dip,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms Close-Grip Push-Up,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms BFR Close-Grip Push-Up,Strength,Triceps,Intermediate,,,,,,,,,,,
Supine Chest Throw,Plyometrics,Triceps,Beginner,,,,,,,,,,,
Decline EZ-bar skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
EZ-Bar Skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
EZ-bar skullcrusher-,Strength,Triceps,Intermediate,,,,,,,,,,,
Lying Close-Grip Barbell Triceps Press To Chin,Strength,Triceps,Beginner,,,,,,,,,,,
EZ-Bar Skullcrusher - Gethin Variation,Strength,Triceps,Intermediate,,,,,,,,,,,
TBS Skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
30 Arms EZ-Bar Skullcrusher,Strength,Triceps,Intermediate,,,,,,,,,,,
