exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Elliptical trainer,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Narrow-stance leg press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Narrow Stance Hack Squats,Strength,Quadriceps,Beginner,,,,,,,,,,,
Stairmaster,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Machine Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Smith machine back squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Leg Extensions,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Treadmill running,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Stationary bike,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Treadmill jogging,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
Recumbent Bike,Cardio,Quadriceps,Beginner,,,,,,,,,,,
Smith machine leg press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Lying Machine Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Seated Leg Press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Smith machine pistol squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Leverage Deadlift,Strength,Quadriceps,Beginner,,,,,,,,,,,
Leg press-,Strength,Quadriceps,Intermediate,,,,,,,,,,,
TBS Hack Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Leg Extensions - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Seated leg press-,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Smith machine front squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Machine Deadlift - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Single-leg hack squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Narrow-stance hack squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Alternating Single-Leg Curl - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Stiff-Legged Deadlift - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Single-Leg Press - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Hack squat-,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Smith machine lunge squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Hack Squat - Gethin Variation,Strength,Quadriceps,Expert,,,,,,,,,,,
Leg Press - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
AM Leg Press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
